537.425964,563.238892,583.219055,593.022766,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,412.891327,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,411.030426,

avg. max avg. throughput in test times
411.030426
avg. BS TX power in all test times
MBS area 1,MBS area 2,MBS area 3,MBS area 4,CBSD 1,CBSD 2,CBSD 3,CBSD 4,CBSD 5,CBSD 6,CBSD 7,CBSD 8,CBSD 9,CBSD 10,
10.000,10.000,10.000,10.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,
avg. mbs all power,avg. cbsd enable number,avg. mbs area all power,avg. cbsd all power
70.000,4.000,40.000,4.000
avg. number of relay UE
653

BS TX power
MBS area 1,MBS area 2,MBS area 3,MBS area 4,CBSD 1,CBSD 2,CBSD 3,CBSD 4,CBSD 5,CBSD 6,CBSD 7,CBSD 8,CBSD 9,CBSD 10,
10.000,10.000,10.000,10.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,
max average power
411.030426

x,y,area,be blocked (1 : NLOS / 0 : LOS),be blocked number (>=1 : CBSD(x) / 0 : no),connect bs number (>=1 : CBSD / 0 : MBS),throughput (unit : M bps)
-1207,-334,3,1,0,4,22.269899
541,-1176,4,0,0,0,812.336121
34,900,1,0,0,0,916.736328
-211,274,2,0,0,0,1192.702148
-511,-213,3,0,0,0,1056.994141
745,-315,4,0,0,0,947.701660
829,669,1,0,0,0,868.397644
-1553,1416,2,0,0,1,42.287476
-1570,-928,3,0,0,4,22.269899
508,-916,4,0,0,0,873.257935
404,850,1,0,0,0,904.073059
-1366,572,2,0,0,0,773.668579
-376,-25,3,0,0,0,1167.937012
1438,-1678,4,0,0,4,22.269899
1887,1524,1,1,0,4,22.269899
-1740,1993,2,0,0,1,42.287476
-202,-1320,3,1,0,4,22.269899
769,-629,4,0,0,0,888.483459
1682,828,1,1,0,4,22.269899
-1338,1051,2,0,0,0,733.836060
-1463,-1489,3,0,0,4,22.269899
1960,-483,4,1,0,4,22.269899
1095,533,1,0,0,0,829.886414
-886,1262,2,0,0,0,762.072205
-205,-620,3,1,0,4,22.269899
1381,-263,4,0,0,0,788.619202
1285,1257,1,1,0,4,22.269899
-1415,1567,2,1,0,1,42.287476
-971,-1729,3,0,0,4,22.269899
1169,-601,4,0,0,0,807.934448
1853,72,1,1,0,4,22.269899
-66,277,2,0,0,0,1248.757690
-1168,-1520,3,0,0,4,22.269899
1764,-325,4,1,0,4,22.269899
1066,1549,1,0,0,1,42.287476
-788,810,2,0,0,0,851.404663
-999,-1828,3,0,0,4,22.269899
919,-592,4,0,0,0,860.956177
553,390,1,0,0,0,999.118958
-1299,1689,2,0,0,1,42.287476
-886,-1911,3,1,0,4,22.269899
1348,-1891,4,1,0,4,22.269899
1665,240,1,0,0,0,737.093323
-1754,969,2,1,0,1,42.287476
-611,-505,3,0,0,0,953.521790
865,-778,4,0,0,0,843.038818
1059,1812,1,0,0,1,42.287476
-1159,1074,2,0,0,0,755.056580
-133,-941,3,0,0,0,901.263000
544,-1121,4,0,0,0,823.304138
485,1230,1,0,0,0,806.250244
-680,268,2,0,0,0,976.904236
-1974,-959,3,0,0,4,22.269899
63,-416,4,0,0,0,1136.142822
1917,1440,1,1,0,4,22.269899
-888,115,2,0,0,0,918.412781
-1806,-1581,3,0,0,4,22.269899
76,-1421,4,0,0,0,785.123047
807,1582,1,0,0,1,42.287476
-1588,957,2,0,0,1,42.287476
-570,-1051,3,1,0,4,22.269899
307,-723,4,0,0,0,956.152283
37,1539,1,1,0,1,42.287476
-990,1417,2,0,0,0,729.295898
-1735,-537,3,0,0,4,22.269899
1269,-1102,4,0,0,0,737.349976
1629,174,1,0,0,0,744.685608
-1793,1857,2,0,0,1,42.287476
-655,-978,3,0,0,4,22.269899
1494,-59,4,0,0,0,770.920654
1026,1556,1,0,0,1,42.287476
-20,762,2,0,0,0,964.798279
-759,-241,3,0,0,0,952.194519
1526,-1193,4,0,0,4,22.269899
152,1114,1,0,0,0,852.870605
-285,1873,2,0,0,1,42.287476
-1014,-520,3,0,0,0,848.997009
1914,-1964,4,1,0,4,22.269899
495,1106,1,0,0,0,831.333801
-385,1995,2,1,0,1,42.287476
-948,-1400,3,1,0,4,22.269899
297,-562,4,0,0,0,1017.153992
1415,1560,1,0,0,1,42.287476
-1898,1930,2,0,0,1,42.287476
-1229,-581,3,0,0,0,798.265198
306,-738,4,0,0,0,951.261841
1721,1243,1,0,0,4,22.269899
-1069,1967,2,0,0,1,42.287476
-4,-234,3,0,0,0,1305.349121
13,-1046,4,0,0,0,873.630127
1463,669,1,1,0,4,22.269899
-1814,1491,2,0,0,1,42.287476
-109,-464,3,0,0,0,1100.171997
1549,-230,4,0,0,0,757.634583
1057,452,1,0,0,0,846.476013
-1631,480,2,1,0,1,42.287476
-54,-1721,3,0,0,0,730.414795
1990,-1666,4,0,0,4,22.269899
265,140,1,1,0,4,22.269899
-1717,151,2,0,0,0,730.118652
-1158,-1467,3,1,0,4,22.269899
1187,-596,4,0,0,0,804.935791
966,97,1,0,0,0,895.115723
-1351,1746,2,0,0,1,42.287476
-1304,-830,3,0,0,0,761.369202
588,-1777,4,0,0,4,22.269899
1142,1742,1,0,0,1,42.287476
-469,1672,2,1,0,1,42.287476
-349,-1730,3,0,0,4,22.269899
639,-423,4,0,0,0,963.267639
1994,1205,1,0,0,4,22.269899
-1629,1513,2,0,0,1,42.287476
-1319,-340,3,1,0,4,22.269899
1880,-1772,4,1,0,4,22.269899
1770,648,1,0,0,4,22.269899
-1891,902,2,0,0,1,42.287476
-1150,-350,3,0,0,0,833.630676
1200,-857,4,0,0,0,774.897583
1040,148,1,0,0,0,872.422791
-1881,869,2,0,0,1,42.287476
-1077,-1706,3,0,0,4,22.269899
18,-28,4,0,0,0,1868.073364
10,290,1,0,0,0,1243.319946
-1590,1074,2,0,0,1,42.287476
-299,-74,3,0,0,0,1226.099609
489,-1894,4,0,0,4,22.269899
886,1342,1,0,0,0,750.019531
-436,1311,2,0,0,0,793.612793
-1603,-223,3,0,0,0,748.179688
547,-1784,4,0,0,4,22.269899
751,565,1,0,0,0,904.478333
-280,834,2,0,0,0,923.497620
-1068,-1006,3,0,0,0,776.343872
538,-876,4,1,0,4,22.269899
1995,1576,1,1,0,4,22.269899
-441,334,2,0,0,0,1057.207397
-14,-418,3,1,0,4,22.269899
1329,-491,4,0,0,0,786.383789
847,424,1,0,0,0,902.220398
-1494,1880,2,0,0,1,42.287476
-957,-1374,3,1,0,4,22.269899
1800,-1722,4,1,0,4,22.269899
875,1798,1,0,0,1,42.287476
-1151,666,2,0,0,0,804.596436
-951,-967,3,0,0,0,798.928650
1603,-334,4,0,0,0,744.832764
162,307,1,0,0,0,1191.625610
-279,1525,2,0,0,0,760.521729
-553,-1655,3,0,0,0,726.594482
568,-1801,4,0,0,4,22.269899
1739,97,1,1,0,4,22.269899
-916,1972,2,0,0,1,42.287476
-908,-1129,3,0,0,0,779.961975
364,-1973,4,1,0,4,22.269899
913,538,1,0,0,0,869.900452
-612,522,2,0,0,0,949.300659
-1203,-1651,3,0,0,4,22.269899
1902,-1419,4,0,0,4,22.269899
1890,433,1,1,0,4,22.269899
-872,1959,2,0,0,1,42.287476
-476,-1801,3,0,0,4,22.269899
1736,-1306,4,1,0,4,22.269899
84,393,1,1,0,4,22.269899
-633,1565,2,0,0,0,736.078857
-749,-205,3,1,0,4,22.269899
1239,-497,4,0,0,0,803.481262
1277,1145,1,0,0,0,731.531494
-436,1146,2,0,0,0,827.931519
-986,-529,3,0,0,0,854.250183
1977,-811,4,1,0,4,22.269899
1952,1734,1,1,0,4,22.269899
-203,929,2,1,0,1,42.287476
-1034,-1395,3,0,0,0,727.997253
984,-1943,4,0,0,4,22.269899
1657,297,1,1,0,4,22.269899
-1214,463,2,0,0,0,811.266907
-279,-1024,3,0,0,0,869.464844
180,-1942,4,1,0,4,22.269899
1896,607,1,1,0,4,22.269899
-643,1625,2,0,0,0,726.160156
-1315,-1165,3,1,0,4,22.269899
1819,-1985,4,1,0,4,22.269899
621,1144,1,0,0,0,810.738892
-1355,422,2,1,0,1,42.287476
-318,-1951,3,0,0,4,22.269899
1482,-1956,4,1,0,4,22.269899
691,1947,1,0,0,1,42.287476
-196,324,2,0,0,0,1166.531128
-1071,-1581,3,1,0,4,22.269899
1565,-1479,4,0,0,4,22.269899
845,933,1,1,0,4,22.269899
-1448,1969,2,1,0,1,42.287476
-672,-507,3,0,0,0,936.198730
347,-472,4,0,0,0,1040.687622
643,1181,1,1,0,1,42.287476
-801,206,2,0,0,0,941.287598
-1550,-1457,3,0,0,4,22.269899
1235,-1528,4,0,0,4,22.269899
1312,1278,1,1,0,4,22.269899
-1951,535,2,0,0,1,42.287476
-646,-1827,3,0,0,4,22.269899
1661,-1363,4,0,0,4,22.269899
1976,387,1,0,0,4,22.269899
-1443,211,2,0,0,0,778.081604
-208,-145,3,0,0,0,1282.238892
1991,-1024,4,0,0,4,22.269899
1392,560,1,0,0,0,769.912781
-153,576,2,1,0,1,42.287476
-279,-1750,3,0,0,4,22.269899
1132,-1934,4,0,0,4,22.269899
115,808,1,1,0,1,42.287476
-1672,1106,2,0,0,1,42.287476
-537,-29,3,0,0,0,1065.361084
494,-1180,4,0,0,0,815.740967
1354,1299,1,1,0,4,22.269899
-1331,940,2,0,0,0,746.230835
-1981,-1180,3,0,0,4,22.269899
1905,-1146,4,0,0,4,22.269899
522,148,1,0,0,0,1062.802612
-634,872,2,0,0,0,864.946899
-1815,-1644,3,1,0,4,22.269899
1264,-802,4,0,0,0,770.575378
1489,1821,1,0,0,1,42.287476
-1942,1119,2,0,0,1,42.287476
-890,-1502,3,0,0,0,726.440613
485,-1354,4,0,0,0,782.068542
1389,1667,1,0,0,1,42.287476
-1602,632,2,0,0,0,730.362915
-1172,-913,3,0,0,0,772.753967
1257,-1625,4,1,0,4,22.269899
1038,1243,1,0,0,0,748.006775
-1247,1301,2,1,0,1,42.287476
-793,-1319,3,1,0,4,22.269899
923,-557,4,0,0,0,864.966858
1378,597,1,0,0,0,769.656006
-1158,290,2,0,0,0,835.628723
-200,-1446,3,1,0,4,22.269899
1220,-1363,4,0,0,4,22.269899
601,269,1,0,0,0,1006.993713
-1725,275,2,0,0,0,726.292847
-135,-62,3,0,0,0,1436.480835
1151,-283,4,0,0,0,837.679443
141,1169,1,0,0,0,839.580627
-505,1619,2,0,0,0,734.763245
-1556,-1132,3,0,0,4,22.269899
689,-805,4,1,0,4,22.269899
653,1452,1,0,0,0,752.891479
-1102,1641,2,0,0,1,42.287476
-928,-1944,3,0,0,4,22.269899
899,-1232,4,0,0,0,765.222778
677,490,1,0,0,0,938.288269
-1357,786,2,0,0,0,757.228943
-1799,-1487,3,1,0,4,22.269899
1112,-1729,4,0,0,4,22.269899
1572,220,1,0,0,0,753.750549
-1713,1720,2,0,0,1,42.287476
-392,-123,3,1,0,4,22.269899
1736,-1442,4,0,0,4,22.269899
892,1579,1,1,0,1,42.287476
-149,471,2,0,0,0,1089.845825
-325,-786,3,1,0,4,22.269899
441,-1395,4,0,0,0,777.156982
1523,585,1,1,0,4,22.269899
-1024,1446,2,0,0,1,42.287476
-1094,-1040,3,0,0,0,768.190369
452,-1395,4,0,0,0,776.499512
1439,320,1,1,0,4,22.269899
-1880,1666,2,0,0,1,42.287476
-1926,-1378,3,1,0,4,22.269899
598,-1457,4,1,0,4,22.269899
1487,1083,1,0,0,4,22.269899
-989,1571,2,0,0,1,42.287476
-1400,-136,3,0,0,0,788.461731
1994,-1051,4,0,0,4,22.269899
1779,178,1,0,0,4,22.269899
-98,594,2,0,0,0,1032.821411
-852,-580,3,0,0,0,877.899658
59,-390,4,1,0,4,22.269899
1789,1299,1,1,0,4,22.269899
-56,1401,2,0,0,0,789.376587
-737,-205,3,0,0,0,963.772888
948,-1926,4,0,0,4,22.269899
1730,1430,1,0,0,4,22.269899
-558,310,2,0,0,0,1015.942078
-94,-1628,3,0,0,0,746.011841
62,-678,4,0,0,0,997.361023
476,1721,1,1,0,1,42.287476
-8,1393,2,0,0,0,791.246765
-1161,-1353,3,0,0,4,22.269899
1387,-707,4,0,0,0,759.323303
11,908,1,1,0,1,42.287476
-487,1915,2,0,0,1,42.287476
-1591,-1146,3,0,0,4,22.269899
967,-1477,4,0,0,4,22.269899
447,893,1,0,0,0,886.995361
-675,1653,2,1,0,1,42.287476
-1796,-889,3,1,0,4,22.269899
559,-1367,4,1,0,4,22.269899
671,1675,1,1,0,1,42.287476
-602,112,2,1,0,4,22.269899
-123,-1196,3,1,0,4,22.269899
1229,-605,4,0,0,0,796.068787
1758,1506,1,0,0,4,22.269899
-1747,845,2,0,0,1,42.287476
-910,-1095,3,1,0,4,22.269899
553,-149,4,0,0,0,1047.210815
566,510,1,0,0,0,964.944336
-585,412,2,0,0,0,983.036194
-920,-1589,3,0,0,4,22.269899
528,-1389,4,0,0,0,772.692139
1606,1853,1,1,0,1,42.287476
-1812,1543,2,0,0,1,42.287476
-350,-1384,3,0,0,0,784.208313
1165,-1664,4,0,0,4,22.269899
1392,1705,1,0,0,1,42.287476
-1722,1775,2,0,0,1,42.287476
-95,-1337,3,0,0,0,802.319641
860,-584,4,1,0,4,22.269899
4,1956,1,0,0,1,42.287476
-1239,1641,2,0,0,1,42.287476
-330,-87,3,0,0,0,1196.524658
103,-1732,4,1,0,4,22.269899
729,1020,1,0,0,0,821.531189
-1405,1416,2,0,0,1,42.287476
-1711,-293,3,0,0,0,728.083435
1844,-315,4,0,0,4,22.269899
673,274,1,0,0,0,978.591492
-312,1351,2,1,0,1,42.287476
-841,-452,3,0,0,0,899.927673
1791,-386,4,1,0,4,22.269899
1044,1403,1,0,0,0,725.959961
-1980,671,2,0,0,1,42.287476
-298,-1551,3,0,0,0,755.191711
996,-293,4,1,0,4,22.269899
284,258,1,0,0,0,1162.731445
-1490,622,2,0,0,0,748.857910
-7,-1446,3,0,0,0,780.520081
1699,-1155,4,0,0,4,22.269899
525,1683,1,0,0,1,42.287476
-1126,1060,2,0,0,0,761.239319
-1766,-280,3,0,0,4,22.269899
469,-115,4,0,0,0,1096.407471
1334,708,1,1,0,4,22.269899
-127,87,2,0,0,0,1426.206787
-1947,-436,3,0,0,4,22.269899
1773,-1214,4,1,0,4,22.269899
82,508,1,0,0,0,1078.081421
-785,950,2,1,0,1,42.287476
-1356,-1967,3,0,0,4,22.269899
1302,-722,4,0,0,0,772.148071
1936,545,1,0,0,4,22.269899
-721,1970,2,1,0,1,42.287476
-1253,-1282,3,1,0,4,22.269899
15,-1743,4,0,0,0,726.903687
557,978,1,1,0,1,42.287476
-335,1409,2,0,0,0,780.071472
-1806,-704,3,0,0,4,22.269899
1964,-107,4,0,0,4,22.269899
1342,1271,1,0,0,4,22.269899
-1482,289,2,0,0,0,768.101624
-1222,-987,3,0,0,0,756.750732
338,-1336,4,0,0,0,794.342957
1476,1681,1,0,0,1,42.287476
-583,30,2,0,0,0,1041.700928
-301,-1896,3,1,0,4,22.269899
861,-949,4,0,0,0,815.259827
384,967,1,0,0,0,875.182922
-1095,1670,2,1,0,1,42.287476
-822,-1350,3,0,0,0,754.974426
819,-788,4,0,0,0,849.762573
1662,1491,1,0,0,4,22.269899
-1059,881,2,0,0,0,794.456299
-1142,-934,3,1,0,4,22.269899
376,-662,4,1,0,4,22.269899
591,512,1,0,0,0,957.455078
-1882,1812,2,1,0,1,42.287476
-246,-481,3,0,0,0,1064.037598
1319,-66,4,0,0,0,806.580017
483,561,1,0,0,0,973.232788
-1410,1464,2,0,0,1,42.287476
-601,-491,3,0,0,0,959.625793
192,-372,4,1,0,4,22.269899
1918,548,1,0,0,4,22.269899
-1724,1965,2,0,0,1,42.287476
-1415,-1017,3,1,0,4,22.269899
235,-600,4,0,0,0,1013.222473
1161,1277,1,1,0,1,42.287476
-1699,926,2,1,0,1,42.287476
-1803,-497,3,1,0,4,22.269899
18,-1908,4,1,0,4,22.269899
211,422,1,0,0,0,1103.103760
-1026,260,2,0,0,0,870.251648
-1639,-1156,3,0,0,4,22.269899
716,-1846,4,0,0,4,22.269899
1033,955,1,0,0,0,788.416809
-1367,1215,2,0,0,1,42.287476
-1243,-520,3,0,0,0,800.819214
746,-1507,4,0,0,0,737.207886
281,790,1,0,0,0,937.335999
-614,19,2,1,0,4,22.269899
-1561,-1102,3,0,0,4,22.269899
1880,-1031,4,0,0,4,22.269899
1792,1872,1,0,0,1,42.287476
-1244,293,2,0,0,0,816.009155
-109,-1862,3,0,0,4,22.269899
1366,-1449,4,0,0,4,22.269899
435,1257,1,0,0,0,804.521973
-1503,580,2,0,0,0,749.496277
-1527,-1396,3,1,0,4,22.269899
475,-1019,4,0,0,0,852.883545
421,1257,1,1,0,1,42.287476
-358,961,2,1,0,1,42.287476
-1761,-970,3,0,0,4,22.269899
1474,-1580,4,0,0,4,22.269899
1048,1316,1,0,0,0,737.076416
-19,159,2,0,0,0,1414.833130
-343,-774,3,1,0,4,22.269899
79,-750,4,0,0,0,967.882202
225,262,1,0,0,0,1193.098145
-1126,1486,2,0,0,1,42.287476
-542,-631,3,0,0,0,939.635803
691,-880,4,0,0,0,854.268127
1854,67,1,0,0,4,22.269899
-1636,137,2,0,0,0,744.080566
-1433,-1274,3,1,0,4,22.269899
303,-1226,4,0,0,0,819.438538
868,667,1,0,0,0,860.560791
-1820,1576,2,0,0,1,42.287476
-289,-330,3,0,0,0,1124.116211
601,-1181,4,0,0,0,805.607422
1361,152,1,1,0,4,22.269899
-117,756,2,0,0,0,963.765320
-348,-744,3,0,0,0,943.280273
288,-1117,4,0,0,0,845.490906
1285,222,1,0,0,0,810.219666
-1018,685,2,0,0,0,827.727112
-1614,-1837,3,1,0,4,22.269899
1422,-1245,4,1,0,4,22.269899
703,811,1,0,0,0,866.241577
-1670,987,2,0,0,1,42.287476
-1188,-141,3,0,0,0,835.008179
1930,-641,4,0,0,4,22.269899
578,1650,1,0,0,0,726.042542
-609,55,2,0,0,0,1028.331421
-1384,-1285,3,1,0,4,22.269899
1306,-1209,4,0,0,4,22.269899
1427,1873,1,1,0,1,42.287476
-371,716,2,0,0,0,948.574768
-1615,-235,3,0,0,0,745.783813
705,-1295,4,0,0,0,774.924133
49,1510,1,0,0,0,767.934387
-485,1718,2,1,0,1,42.287476
-913,-1727,3,0,0,4,22.269899
373,-627,4,1,0,4,22.269899
82,1004,1,0,0,0,884.493469
-323,546,2,0,0,0,1017.728821
-1175,-181,3,0,0,0,836.812195
413,-38,4,0,0,0,1140.284790
535,1147,1,0,0,0,818.813416
-300,1833,2,1,0,1,42.287476
-1058,-393,3,1,0,4,22.269899
1888,-1877,4,0,0,4,22.269899
709,192,1,1,0,4,22.269899
-1375,580,2,1,0,1,42.287476
-603,-1741,3,0,0,4,22.269899
1075,-773,4,0,0,0,805.837463
557,1857,1,0,0,1,42.287476
-793,1647,2,0,0,1,42.287476
-1938,-1356,3,1,0,4,22.269899
1963,-359,4,0,0,4,22.269899
1300,969,1,0,0,0,747.653442
-171,1543,2,0,0,0,760.126648
-1691,-1197,3,0,0,4,22.269899
937,-1513,4,1,0,4,22.269899
112,705,1,0,0,0,983.713196
-1849,1975,2,0,0,1,42.287476
-963,-728,3,0,0,0,832.406311
1692,-1938,4,0,0,4,22.269899
323,474,1,0,0,0,1046.774170
-1350,874,2,0,0,0,749.996338
-250,-1099,3,1,0,4,22.269899
430,-1997,4,0,0,4,22.269899
1674,1180,1,0,0,4,22.269899
-434,243,2,0,0,0,1087.872314
-284,-102,3,0,0,0,1232.022583
1721,-488,4,0,0,4,22.269899
2,1920,1,0,0,1,42.287476
-1837,1857,2,0,0,1,42.287476
-154,-1993,3,1,0,4,22.269899
1256,-506,4,0,0,0,799.391846
940,211,1,0,0,0,897.339294
-784,1817,2,1,0,1,42.287476
-1124,-235,3,0,0,0,846.797485
760,-1267,4,0,0,0,774.341370
1567,65,1,0,0,0,757.201477
-1402,447,2,0,0,0,775.495728
-1836,-1439,3,0,0,4,22.269899
1646,-73,4,1,0,4,22.269899
1252,712,1,0,0,0,781.659058
-1735,319,2,0,0,1,42.287476
-204,-199,3,0,0,0,1248.522949
360,-1643,4,1,0,4,22.269899
655,579,1,0,0,0,925.312317
-705,53,2,1,0,4,22.269899
-482,-486,3,0,0,0,995.817322
1233,-1597,4,0,0,4,22.269899
1656,993,1,0,0,4,22.269899
-1630,382,2,0,0,0,738.468262
-598,-34,3,0,0,0,1034.292480
954,-567,4,0,0,0,856.617615
1909,0,1,0,0,4,22.269899
-1037,156,2,0,0,0,872.919128
-739,-195,3,0,0,0,964.031311
28,-1787,4,0,0,4,22.269899
1697,1956,1,0,0,1,42.287476
-1249,950,2,0,0,0,757.039124
-1083,-369,3,0,0,0,847.843567
650,-696,4,0,0,0,900.666992
1461,1695,1,0,0,1,42.287476
-300,333,2,0,0,0,1117.905640
-1002,-525,3,0,0,0,851.113770
1481,-1502,4,1,0,4,22.269899
1353,949,1,0,0,0,742.180176
-455,954,2,0,0,0,870.654907
-1722,-1107,3,0,0,4,22.269899
1048,-1379,4,0,0,0,728.723511
115,113,1,0,0,0,1412.866211
-485,828,2,1,0,1,42.287476
-1881,-1804,3,1,0,4,22.269899
933,-528,4,0,0,0,866.574036
397,757,1,1,0,1,42.287476
-1288,1068,2,0,0,0,738.634766
-1517,-260,3,0,0,0,762.601440
73,-1334,4,0,0,0,803.259338
1816,570,1,1,0,4,22.269899
-437,143,2,1,0,4,22.269899
-48,-183,3,1,0,4,22.269899
1322,-611,4,0,0,0,778.471375
859,1593,1,0,0,1,42.287476
-283,106,2,1,0,4,22.269899
-1658,-1280,3,1,0,4,22.269899
1845,-1323,4,1,0,4,22.269899
370,874,1,1,0,1,42.287476
-872,799,2,0,0,0,838.305847
-1994,-340,3,0,0,4,22.269899
1343,-1505,4,0,0,4,22.269899
1246,40,1,1,0,4,22.269899
-909,1880,2,0,0,1,42.287476
-1989,-333,3,1,0,4,22.269899
198,-1580,4,1,0,4,22.269899
1423,1913,1,0,0,1,42.287476
-658,430,2,0,0,0,955.945557
-1344,-68,3,0,0,0,801.174927
461,-1576,4,0,0,0,744.025635
1928,1309,1,0,0,4,22.269899
-735,1910,2,0,0,1,42.287476
-1096,-1658,3,0,0,4,22.269899
394,-384,4,1,0,4,22.269899
258,1736,1,0,0,0,724.936462
-644,1518,2,1,0,1,42.287476
-275,-1567,3,0,0,0,753.095398
251,-569,4,0,0,0,1023.458374
961,1159,1,0,0,0,768.925354
-1630,1758,2,0,0,1,42.287476
-1096,-1284,3,0,0,0,736.081116
1911,-246,4,1,0,4,22.269899
1357,519,1,0,0,0,779.163452
-981,138,2,0,0,0,889.302124
-191,-345,3,0,0,0,1154.834473
400,-708,4,0,0,0,946.165405
1375,186,1,0,0,0,792.383301
-1591,1213,2,0,0,1,42.287476
-1586,-1793,3,0,0,4,22.269899
200,-1353,4,0,0,0,796.518127
1440,777,1,1,0,4,22.269899
-587,676,2,0,0,0,918.453003
-1039,-1071,3,0,0,0,771.497009
1889,-169,4,0,0,4,22.269899
144,596,1,0,0,0,1027.544800
-1937,1121,2,0,0,1,42.287476
-602,-108,3,1,0,4,22.269899
1839,-1769,4,0,0,4,22.269899
129,1164,1,0,0,0,841.135437
-1200,618,2,1,0,1,42.287476
-491,-1295,3,0,0,0,792.915344
592,-1121,4,1,0,4,22.269899
926,252,1,1,0,4,22.269899
-14,1360,2,0,0,0,798.125854
-107,-1978,3,0,0,4,22.269899
1445,-679,4,0,0,0,752.081299
811,726,1,0,0,0,862.193115
-1909,1097,2,0,0,1,42.287476
-1586,-418,3,0,0,0,744.354492
1823,-955,4,0,0,4,22.269899
1924,453,1,1,0,4,22.269899
-1375,1285,2,1,0,1,42.287476
-1619,-1922,3,0,0,4,22.269899
419,-371,4,0,0,0,1053.870850
204,926,1,0,0,0,901.914551
-1467,361,2,0,0,0,767.940186
-63,-1308,3,0,0,0,809.013916
1821,-1958,4,0,0,4,22.269899
1388,1874,1,0,0,1,42.287476
-1728,272,2,1,0,4,22.269899
-1056,-1183,3,0,0,0,754.033142
1631,-1680,4,0,0,4,22.269899
1573,1037,1,0,0,4,22.269899
-722,874,2,0,0,0,850.493286
-517,-1398,3,1,0,4,22.269899
120,-1703,4,0,0,0,732.860535
602,926,1,0,0,0,857.994019
-470,1498,2,1,0,1,42.287476
-78,-153,3,1,0,4,22.269899
1036,-1283,4,0,0,0,742.802551
300,376,1,1,0,4,22.269899
-1323,1657,2,0,0,1,42.287476
-1450,-788,3,0,0,0,742.588623
166,-1032,4,0,0,0,873.854675
1445,1332,1,0,0,4,22.269899
-63,1093,2,0,0,0,860.524170
-185,-896,3,0,0,0,912.212585
1420,788,1,0,0,0,747.196777
-967,1284,2,1,0,1,42.287476
-1109,-1942,3,0,0,4,22.269899
250,1020,1,0,0,0,872.501709
-983,223,2,1,0,4,22.269899
-83,-860,3,0,0,0,928.702148
1826,817,1,0,0,4,22.269899
-1580,900,2,1,0,1,42.287476
-1991,-1431,3,0,0,4,22.269899
1344,343,1,0,0,0,792.475708
-1905,239,2,0,0,4,22.269899
-1361,-393,3,0,0,0,786.423401
388,935,1,0,0,0,883.077759
-1051,315,2,1,0,1,42.287476
-307,-1923,3,0,0,4,22.269899
225,1651,1,0,0,0,739.825195
-1728,1436,2,1,0,1,42.287476
-1257,-1514,3,1,0,4,22.269899
1997,1832,1,0,0,4,22.269899
-764,155,2,0,0,0,958.330566
-268,-1251,3,0,0,0,815.706604
744,1938,1,0,0,1,42.287476
-796,1457,2,0,0,0,740.860168
-986,-1429,3,0,0,0,728.042114
1470,326,1,0,0,0,768.901611
-236,964,2,0,0,0,888.776794
-1280,-1466,3,1,0,4,22.269899
1711,1999,1,0,0,1,42.287476
-705,1137,2,0,0,0,802.864746
-1262,-1269,3,1,0,4,22.269899
1219,18,1,0,0,0,829.579163
-80,525,2,1,0,1,42.287476
-87,-409,3,0,0,0,1137.925659
555,580,1,0,0,0,949.881531
-2000,305,2,1,0,4,22.269899
-1246,-269,3,0,0,0,816.760010
1839,1971,1,0,0,1,42.287476
-1428,1510,2,1,0,1,42.287476
-1042,-966,3,0,0,0,785.556335
527,538,1,0,0,0,968.279846
-1284,-1625,3,0,0,4,22.269899
361,256,1,0,0,0,1121.563843
-20,-1462,3,0,0,0,777.335571
1493,389,1,0,0,0,761.907532
-1125,-617,3,0,0,0,814.875671
1641,1088,1,1,0,4,22.269899
-1726,-1409,3,0,0,4,22.269899
1489,120,1,1,0,4,22.269899
-1775,-728,3,0,0,4,22.269899
248,943,1,0,0,0,893.870544
-1614,-11,3,1,0,4,22.269899
1418,1108,1,0,0,4,22.269899
-479,-541,3,1,0,4,22.269899
1303,1101,1,0,0,0,733.086975
-127,-1957,3,1,0,4,22.269899
1112,457,1,0,0,0,833.591492
-227,-843,3,1,0,4,22.269899
1400,276,1,1,0,4,22.269899
-905,-875,3,0,0,4,22.269899
